Role,Invested in Real Estate,Extra Hours,Invested in Stock Market,Favourite Sport,Gender,Languages Known,Sport Knowledge (in XP),Average no. of leaves/month,Trades Done,Married(1/0),Level of Education,Occupation,Pay,ID Proof,Most Productive Hour,Tax Category,Income Category,Employer,Tax Paid,Id
Part-time,Ocean Side,Paid,Tesla,basketball,female,3,67.0,4,26,1,Graduation,9,274.73,Aadhar,8,392,2.0,Vision-Analytics,32968,36758
Full-time,Ocean Side,Paid,Tesla,cricket,male,2,47.0,4,24,0,Masters,8,311.73,Aadhar,8,116,7.0,Vision-Analytics,40670,36759
Full-time,,Unpaid,Tesla,swimming,male,1,90.0,0,38,1,Graduation,6,1820.73,Aadhar,8,85,3.0,Vision-Analytics,44728,36760
Full-time,Ocean Side,Paid,Tesla,soccer,female,2,34.0,1,29,0,Graduation,7,712.73,Aadhar,8,229,2.0,Vision-Analytics,36273,36762
Part-time,Ocean Side,Paid,Tesla,None,male,3,38.0,0,34,0,High School,7,573.73,Aadhar,8,54,3.0,Vision-Analytics,14007,36763
Part-time,Ocean Side,Paid,Tesla,cricket,female,3,,1,28,1,Graduation,6,692.73,Aadhar,8,297,2.0,,41225,36764
Part-time,Ocean Side,Paid,Tesla,basketball,male,2,,0,38,0,Graduation,3,3399.73,Aadhar,8,197,2.0,Vision-Analytics,21274,36765
Part-time,Country Side,Paid,Tesla,polo,female,4,63.0,5,29,0,Graduation,7,2181.73,Aadhar,8,222,2.0,Vision-Analytics,39141,36766
Part-time,Ocean Side,Paid,Tesla,basketball,female,3,97.0,5,34,0,Graduation,7,355.73,Aadhar,8,134,2.0,Vision-Analytics,19707,36770
Full-time,Ocean Side,Unpaid,Tesla,cricket,female,1,85.0,2,32,0,Graduation,4,483.73,Aadhar,8,208,3.0,,33871,36771
Full-time,Country Side,Unpaid,Tesla,cricket,female,1,3.0,3,33,1,Graduation,3,,Aadhar,8,354,6.0,Vision-Analytics,42377,36775
Part-time,,Paid,Tesla,badminton,female,4,86.0,3,29,0,Graduation,7,161.73,Aadhar,8,581,2.0,Vision-Analytics,14394,36776
Part-time,Country Side,Paid,Tesla,badminton,male,4,47.0,5,30,0,Graduation,7,1278.73,Aadhar,8,212,2.0,Vision-Analytics,13171,36777
Part-time,Ocean Side,Paid,Tesla,badminton,female,4,36.0,4,32,0,Graduation,6,155.73,Aadhar,8,227,2.0,Vision-Analytics,40746,36779
Full-time,Country Side,Paid,Tesla,cricket,female,1,,2,31,-1,Graduation,3,143.27,Aadhar,8,334,7.0,Vision-Analytics,30037,36780
Full-time,Ocean Side,Unpaid,Tesla,None,male,1,58.0,1,31,0,Graduation,4,,Aadhar,8,19,2.0,Vision-Analytics,39062,36781
Part-time,Ocean Side,Paid,Tesla,soccer,female,2,,3,40,1,Graduation,3,,PAN,8,204,2.0,Vision-Analytics,29655,36783
Full-time,,Paid,Tesla,,male,3,16.0,2,49,0,High School,7,1437.73,Aadhar,8,97,4.0,Vision-Analytics,42030,36784
Part-time,Ocean Side,Paid,Jio,swimming,female,2,24.0,4,40,-1,Graduation,6,530.73,Aadhar,8,952,2.0,,17185,36785
Full-time,Ocean Side,Unpaid,Tesla,cricket,male,2,30.0,0,27,1,,6,203.73,Aadhar,8,143,3.0,Vision-Analytics,13476,36786
Part-time,Ocean Side,Paid,Tesla,basketball,female,3,54.0,2,33,1,Graduation,7,341.73,Aadhar,8,331,8.0,Vision-Analytics,37004,36787
Part-time,Ocean Side,Paid,Tesla,polo,male,3,51.0,1,28,1,Graduation,7,273.73,Aadhar,8,268,6.0,Vision-Analytics,21119,36788
Full-time,Ocean Side,Unpaid,Tesla,polo,male,1,5.0,0,33,-1,Graduation,6,273.73,Aadhar,8,92,3.0,Vision-Analytics,24921,36789
Part-time,Ocean Side,Paid,Tesla,basketball,female,1,70.0,5,38,0,Graduation,0,273.73,Aadhar,8,220,5.0,Vision-Analytics,29341,36790
Part-time,Ocean Side,Paid,Tesla,swimming,female,4,93.0,2,33,0,Graduation,0,4408.73,Aadhar,8,103,2.0,Vision-Analytics,27386,36791
Part-time,Ocean Side,Unpaid,Tesla,soccer,male,2,22.0,5,38,0,Graduation,3,692.73,Aadhar,8,89,3.0,Vision-Analytics,10028,36793
Full-time,Ocean Side,Paid,Tesla,None,female,3,39.0,3,30,1,Graduation,3,914.73,Aadhar,8,145,2.0,Vision-Analytics,41187,36794
Part-time,Ocean Side,Paid,Tesla,,female,3,14.0,0,54,0,High School,7,646.73,Aadhar,8,176,3.0,Vision-Analytics,37587,36795
Full-time,Ocean Side,Paid,Tesla,badminton,female,3,13.0,3,42,1,High School,7,1160.73,Aadhar,8,162,3.0,Vision-Analytics,38523,36797
Part-time,Ocean Side,Paid,Tesla,None,male,2,21.0,2,39,1,,4,3925.73,Aadhar,8,124,4.0,Vision-Analytics,38100,36798
Part-time,Ocean Side,Paid,Tesla,,male,3,25.0,4,48,0,High School,0,15308.73,Aadhar,8,155,2.0,,36409,36799
Part-time,,Paid,Tesla,cricket,female,4,55.0,3,35,-1,Graduation,1,235.73,Aadhar,8,162,4.0,Vision-Analytics,34084,36800
Full-time,Ocean Side,Paid,Tesla,None,male,3,84.0,0,43,0,High School,7,,Aadhar,8,85,2.0,Vision-Analytics,19418,36802
Part-time,Ocean Side,Paid,Tesla,,female,3,10.0,5,48,0,Masters,0,399.73,Aadhar,8,129,2.0,Vision-Analytics,14923,36805
Full-time,Country Side,Paid,Tesla,None,female,4,90.0,2,29,0,High School,7,2854.73,Aadhar,8,237,4.0,Vision-Analytics,42841,36807
Part-time,Country Side,Paid,Tesla,cricket,male,3,88.0,0,33,0,High School,6,1037.73,Aadhar,8,703,2.0,Vision-Analytics,34641,36811
Full-time,Ocean Side,Unpaid,Tesla,swimming,female,1,71.0,0,50,0,High School,7,363.27,Aadhar,8,158,4.0,Vision-Analytics,29849,36812
Part-time,Ocean Side,Paid,Tesla,,male,3,63.0,2,54,0,High School,0,304.73,Aadhar,8,212,2.0,,17489,36813
Part-time,,Paid,Tesla,basketball,female,1,40.0,1,49,0,Graduation,0,1523.73,Aadhar,8,206,,Vision-Analytics,26644,36816
Full-time,Ocean Side,Unpaid,Tesla,swimming,male,1,65.0,4,58,0,Graduation,1,291.73,Aadhar,8,396,3.0,Vision-Analytics,43897,36817
Full-time,Country Side,Paid,Tesla,polo,male,1,7.0,1,46,1,Graduation,7,847.73,Aadhar,8,325,2.0,,40922,36820
Full-time,Ocean Side,Paid,Tesla,badminton,male,1,74.0,1,31,1,Masters,0,1423.73,PAN,8,106,2.0,Vision-Analytics,22121,36821
Full-time,Ocean Side,Paid,Tesla,cricket,female,3,97.0,4,39,-1,Graduation,7,412.73,Aadhar,8,175,3.0,Vision-Analytics,45810,36822
Part-time,Ocean Side,Paid,Tesla,basketball,female,4,40.0,5,33,0,Graduation,3,887.73,Aadhar,8,239,2.0,Vision-Analytics,25067,36823
Part-time,Ocean Side,Paid,Tesla,polo,male,1,,3,34,0,Graduation,7,402.73,Aadhar,8,180,2.0,Vision-Analytics,38494,36825
Full-time,Ocean Side,Paid,Tesla,soccer,male,4,11.0,0,34,1,Graduation,4,348.73,Aadhar,8,482,6.0,Vision-Analytics,23659,36826
Full-time,Ocean Side,Paid,Tesla,swimming,female,1,6.0,5,47,-1,Graduation,0,1871.73,Aadhar,8,73,3.0,,34663,36827
Part-time,Ocean Side,Paid,Tesla,basketball,male,4,,2,35,0,Masters,0,2222.73,Aadhar,8,325,2.0,Vision-Analytics,29170,36828
Full-time,Ocean Side,Unpaid,Tesla,polo,female,4,83.0,1,31,-1,Masters,0,360.27,Aadhar,8,160,3.0,Vision-Analytics,18598,36830
Full-time,,Paid,Tesla,polo,female,3,57.0,1,25,1,Graduation,3,565.73,Aadhar,8,50,10.0,Vision-Analytics,11205,36832
Part-time,Ocean Side,Paid,Tesla,badminton,male,4,16.0,4,27,1,Graduation,5,4145.73,Aadhar,8,450,2.0,Vision-Analytics,21272,36833
Full-time,Ocean Side,Paid,Tesla,badminton,female,1,0.0,5,57,0,Graduation,3,1848.73,Aadhar,8,298,13.0,Vision-Analytics,13224,36835
Part-time,Ocean Side,Paid,Tesla,swimming,female,1,79.0,0,26,1,Graduation,5,470.73,Aadhar,8,29,2.0,Vision-Analytics,29719,36838
Full-time,,Paid,Tesla,basketball,female,2,31.0,2,52,0,Graduation,7,416.73,Aadhar,8,275,7.0,Vision-Analytics,33358,36840
Part-time,Ocean Side,Paid,Tesla,cricket,male,3,50.0,0,46,0,High School,7,362.73,PAN,8,31,2.0,Vision-Analytics,41448,36842
Full-time,Ocean Side,Paid,Jio,soccer,female,2,77.0,0,36,1,Masters,0,3919.73,Aadhar,8,1707,3.0,Vision-Analytics,38424,36845
Part-time,Ocean Side,Paid,Tesla,None,male,3,32.0,2,33,0,Graduation,2,467.73,Aadhar,8,189,2.0,Vision-Analytics,15727,36847
Full-time,,Paid,Tesla,None,male,1,37.0,0,45,0,,7,1317.73,Aadhar,8,205,3.0,,21583,36848
Full-time,Ocean Side,Paid,Tesla,None,male,3,54.0,3,38,1,Masters,0,223.73,Aadhar,8,303,,Vision-Analytics,31439,36852
Part-time,Ocean Side,Paid,Tesla,soccer,male,3,71.0,0,38,0,Graduation,6,1389.73,Aadhar,8,347,4.0,Vision-Analytics,33291,36853
Part-time,Ocean Side,Paid,Tesla,basketball,male,4,34.0,2,38,0,High School,7,1684.73,Aadhar,8,221,4.0,Vision-Analytics,26381,36854
Part-time,Ocean Side,Unpaid,Jio,badminton,male,4,,4,44,0,Graduation,4,276.73,Aadhar,8,611,2.0,,44037,36855
Full-time,,Paid,Tesla,badminton,male,1,44.0,4,38,0,Graduation,7,,Aadhar,8,471,3.0,Vision-Analytics,40120,36856
Full-time,Country Side,Paid,Tesla,,male,1,27.0,4,52,0,High School,10,,Aadhar,8,140,2.0,Vision-Analytics,37271,36857
Full-time,Ocean Side,Paid,Tesla,badminton,female,3,20.0,1,43,0,High School,4,115.73,Aadhar,8,314,2.0,Vision-Analytics,18862,36859
Part-time,Ocean Side,Paid,Tesla,,female,3,27.0,3,37,0,,4,273.73,Aadhar,8,103,2.0,Vision-Analytics,20067,36860
Full-time,Ocean Side,Paid,Tesla,basketball,male,2,31.0,0,50,0,Graduation,7,828.73,Aadhar,8,311,2.0,,36092,36862
Part-time,Ocean Side,Paid,Jio,cricket,female,1,77.0,4,42,1,Masters,1,3007.73,Aadhar,8,894,2.0,Vision-Analytics,18363,36863
Part-time,,Paid,Tesla,,male,3,,1,43,0,High School,7,917.73,PAN,8,419,2.0,Vision-Analytics,48546,36864
Full-time,Ocean Side,Unpaid,Jio,badminton,female,4,54.0,4,34,1,Graduation,6,273.73,Aadhar,8,395,2.0,Vision-Analytics,14915,36865
Part-time,Ocean Side,Paid,Tesla,None,male,3,39.0,0,30,1,Masters,5,334.73,Aadhar,8,127,2.0,Vision-Analytics,41663,36866
Part-time,Country Side,Paid,Tesla,soccer,female,4,34.0,2,47,0,Graduation,7,5331.73,Aadhar,8,252,6.0,Vision-Analytics,38162,36868
Full-time,Country Side,Paid,Tesla,polo,female,3,13.0,1,28,0,High School,7,463.73,PAN,8,26,3.0,Vision-Analytics,23936,36870
Part-time,Ocean Side,Paid,Jio,basketball,female,1,0.0,3,38,0,Graduation,6,2109.73,Aadhar,8,747,2.0,Vision-Analytics,38508,36871
Full-time,,Paid,Tesla,,female,4,99.0,5,33,0,Graduation,3,2594.73,Aadhar,8,303,2.0,Vision-Analytics,44915,36872
Full-time,Ocean Side,Paid,Tesla,badminton,female,3,41.0,2,41,1,High School,7,248.73,Aadhar,8,251,4.0,Vision-Analytics,11880,36875
Part-time,Ocean Side,Paid,Tesla,polo,male,3,80.0,2,42,1,Graduation,4,558.73,Aadhar,8,370,2.0,,29133,36876
Full-time,Ocean Side,Paid,Tesla,polo,male,1,42.0,2,31,0,Graduation,7,2552.73,PAN,8,120,2.0,Vision-Analytics,25686,36878
Full-time,Ocean Side,Paid,Tesla,soccer,female,4,39.0,2,38,0,High School,7,287.73,Aadhar,8,132,,Vision-Analytics,33568,36879
Full-time,,Paid,Tesla,cricket,male,2,78.0,2,47,0,High School,7,3301.73,Aadhar,8,213,5.0,Vision-Analytics,49642,36880
Full-time,Ocean Side,Paid,Tesla,badminton,female,1,23.0,1,34,0,Graduation,6,530.73,Aadhar,8,83,2.0,Vision-Analytics,37922,36881
Part-time,Ocean Side,Paid,Tesla,cricket,male,1,,5,23,1,Graduation,5,1389.73,Aadhar,8,82,5.0,Vision-Analytics,28113,36882
Part-time,Ocean Side,Unpaid,Tesla,cricket,female,3,10.0,0,31,0,Graduation,6,,Aadhar,8,139,5.0,Vision-Analytics,29576,36884
Full-time,Country Side,Paid,Tesla,basketball,male,3,40.0,4,50,1,Graduation,10,589.73,Aadhar,8,460,2.0,Vision-Analytics,35618,36886
Part-time,Ocean Side,Paid,Tesla,polo,male,3,57.0,2,39,0,High School,7,,Aadhar,8,277,5.0,Vision-Analytics,49993,36887
Full-time,,Unpaid,Tesla,swimming,female,1,51.0,0,54,0,Graduation,3,823.73,Aadhar,8,395,2.0,Vision-Analytics,49148,36888
Full-time,Ocean Side,Paid,Jio,soccer,male,1,49.0,5,43,-1,Masters,1,1236.73,Aadhar,8,525,2.0,Vision-Analytics,15375,36889
Full-time,Ocean Side,Paid,Tesla,,female,3,,5,47,-1,Masters,0,381.73,Aadhar,8,285,4.0,Vision-Analytics,11991,36891
Full-time,Ocean Side,Paid,Tesla,polo,male,4,62.0,2,38,-1,Graduation,6,482.73,Aadhar,8,299,5.0,Vision-Analytics,14466,36894
Part-time,,Paid,Tesla,basketball,male,1,27.0,1,29,1,Graduation,5,514.73,Aadhar,8,208,2.0,Vision-Analytics,27141,36896
Part-time,Ocean Side,Paid,Tesla,swimming,male,2,58.0,4,43,0,Graduation,7,3685.73,Aadhar,8,98,2.0,,31105,36897
Part-time,Ocean Side,Paid,Tesla,soccer,female,2,,0,49,1,High School,6,2772.73,Aadhar,8,95,2.0,Vision-Analytics,12606,36900
Full-time,Ocean Side,Unpaid,Tesla,soccer,male,2,50.0,1,34,1,Graduation,1,347.73,Aadhar,8,195,2.0,Vision-Analytics,48796,36901
Part-time,Ocean Side,Paid,Tesla,badminton,female,1,97.0,0,36,1,High School,7,1220.73,Aadhar,8,358,2.0,Vision-Analytics,19088,36902
Full-time,,Paid,Tesla,soccer,male,4,83.0,5,36,0,High School,7,754.73,PAN,8,111,2.0,,46527,36904
Full-time,Ocean Side,Paid,Tesla,cricket,male,4,5.0,3,32,0,High School,7,646.73,Aadhar,8,478,2.0,Vision-Analytics,12302,36905
Part-time,Ocean Side,Paid,Tesla,None,female,2,51.0,1,35,0,Graduation,4,337.73,Aadhar,8,236,4.0,Vision-Analytics,19121,36908
Part-time,Country Side,Paid,Tesla,soccer,male,4,,1,29,1,Masters,0,2865.73,Aadhar,8,346,3.0,Vision-Analytics,49672,36909
Full-time,Ocean Side,Unpaid,Tesla,polo,female,2,6.0,0,43,0,Masters,0,950.73,Aadhar,8,250,,Vision-Analytics,45556,36910
Part-time,Ocean Side,Paid,Tesla,None,male,2,59.0,2,44,-1,Graduation,3,1257.73,Aadhar,8,178,7.0,Vision-Analytics,22172,36913
Full-time,Ocean Side,Paid,Tesla,,female,3,40.0,3,53,0,Graduation,9,440.73,Aadhar,8,175,9.0,Vision-Analytics,11922,36914
Full-time,Ocean Side,Paid,Tesla,soccer,female,1,93.0,3,37,0,Graduation,7,5365.73,Aadhar,8,203,8.0,Vision-Analytics,33057,36915
Part-time,Country Side,Unpaid,Tesla,None,male,1,10.0,5,42,1,Graduation,7,765.73,Aadhar,8,206,5.0,Vision-Analytics,23252,36916
Part-time,Ocean Side,Unpaid,Tesla,polo,male,1,2.0,4,34,0,High School,7,629.73,Aadhar,8,689,6.0,Vision-Analytics,23681,36917
Full-time,Ocean Side,Unpaid,Tesla,swimming,male,1,81.0,5,56,0,High School,8,1426.73,PAN,8,203,8.0,Vision-Analytics,46370,36919
Full-time,,Paid,Tesla,,female,4,10.0,0,50,0,High School,10,1025.73,PAN,8,336,4.0,Vision-Analytics,36132,36920
Full-time,Ocean Side,Paid,Tesla,basketball,female,3,97.0,1,36,0,Graduation,7,1829.73,Aadhar,8,188,2.0,Vision-Analytics,38884,36921
Part-time,Country Side,Unpaid,Jio,basketball,female,3,93.0,4,32,0,Graduation,7,907.73,Aadhar,8,734,2.0,Vision-Analytics,34861,36922
Part-time,Ocean Side,Paid,Tesla,polo,female,1,89.0,4,41,0,High School,7,828.73,Aadhar,8,172,4.0,Vision-Analytics,45711,36923
Part-time,Ocean Side,Unpaid,Tesla,cricket,male,2,87.0,1,27,-1,Graduation,6,434.73,Aadhar,8,283,,Vision-Analytics,22186,36924
Part-time,Ocean Side,Paid,Tesla,polo,male,2,59.0,1,34,1,Graduation,6,863.73,Aadhar,8,167,2.0,,15451,36925
Full-time,Ocean Side,Paid,Tesla,swimming,male,3,25.0,4,36,-1,Graduation,4,6006.73,Aadhar,8,170,6.0,Vision-Analytics,42957,36926
Full-time,Ocean Side,Unpaid,Tesla,cricket,male,1,,0,47,0,Graduation,6,544.73,Aadhar,8,538,4.0,Vision-Analytics,10635,36927
Full-time,,Paid,Tesla,None,female,3,74.0,2,58,0,High School,7,466.73,PAN,8,86,,Vision-Analytics,34960,36928
Full-time,Ocean Side,Paid,Tesla,basketball,male,2,80.0,1,46,-1,Graduation,6,474.73,Aadhar,8,239,4.0,Vision-Analytics,48973,36929
Part-time,Ocean Side,Paid,Tesla,swimming,male,2,4.0,5,23,1,Graduation,3,326.73,Aadhar,8,210,2.0,Vision-Analytics,13842,36930
Part-time,Ocean Side,Paid,Tesla,basketball,female,3,48.0,2,23,1,Graduation,5,14930.73,Aadhar,8,191,2.0,Vision-Analytics,27378,36931
Full-time,Ocean Side,Paid,Tesla,cricket,male,4,73.0,2,58,0,Graduation,4,26.73,PAN,8,469,3.0,Vision-Analytics,36631,36933
Full-time,Ocean Side,Paid,Tesla,swimming,female,4,86.0,2,32,0,Graduation,7,1113.73,Aadhar,8,272,2.0,Vision-Analytics,10158,36935
Part-time,Ocean Side,Unpaid,Tesla,soccer,male,2,3.0,1,39,0,Graduation,6,273.73,PAN,8,122,2.0,Vision-Analytics,19137,36938
Part-time,Ocean Side,Paid,Tesla,badminton,female,1,18.0,3,35,0,Graduation,4,1080.73,Aadhar,8,804,6.0,Vision-Analytics,25425,36942
Full-time,Ocean Side,Paid,Tesla,badminton,female,2,40.0,2,41,-1,High School,2,203.73,Aadhar,8,121,2.0,,18470,36946
Full-time,Ocean Side,Paid,Tesla,basketball,male,3,85.0,1,41,0,High School,7,523.73,Aadhar,8,141,18.0,Vision-Analytics,39273,36948
Full-time,Ocean Side,Paid,Tesla,,male,3,74.0,2,35,1,Masters,7,1709.73,Aadhar,8,174,2.0,Vision-Analytics,15457,36949
Part-time,Ocean Side,Unpaid,Tesla,polo,male,4,59.0,2,36,1,High School,7,12403.73,Aadhar,8,452,15.0,Vision-Analytics,22944,36950
Full-time,Ocean Side,Paid,Tesla,soccer,female,3,88.0,2,29,1,Graduation,7,889.73,PAN,8,182,2.0,Vision-Analytics,22722,36951
Part-time,,Paid,Tesla,soccer,female,1,93.0,1,38,0,Graduation,6,1222.73,Aadhar,8,282,10.0,Vision-Analytics,30921,36952
Part-time,Ocean Side,Paid,Tesla,soccer,male,2,73.0,4,40,0,High School,7,432.73,PAN,8,292,2.0,,47106,36953
Full-time,Ocean Side,Paid,Tesla,soccer,male,3,,1,36,0,High School,7,1728.73,PAN,8,98,4.0,Vision-Analytics,48133,36954
Part-time,Country Side,Paid,Tesla,polo,male,4,80.0,2,37,0,Graduation,3,273.73,PAN,8,253,2.0,Vision-Analytics,37458,36956
Part-time,Ocean Side,Paid,Tesla,soccer,female,4,62.0,1,38,0,High School,7,605.73,Aadhar,8,336,5.0,Vision-Analytics,15480,36958
Full-time,Ocean Side,Paid,Tesla,basketball,female,3,4.0,4,35,0,Graduation,4,,Aadhar,8,265,2.0,Vision-Analytics,17404,36959
Full-time,Ocean Side,Paid,Tesla,cricket,female,1,9.0,4,44,0,Graduation,6,2654.73,PAN,8,217,3.0,Vision-Analytics,20600,36961
Full-time,Ocean Side,Paid,Tesla,badminton,male,1,34.0,4,38,0,Graduation,6,329.73,Aadhar,8,697,2.0,Vision-Analytics,18365,36962
Full-time,Ocean Side,Paid,Tesla,,male,4,,4,42,0,Graduation,7,472.73,Aadhar,8,147,2.0,Vision-Analytics,22976,36963
Full-time,Ocean Side,Paid,Tesla,badminton,male,2,73.0,5,38,0,High School,7,1670.73,PAN,8,55,3.0,Vision-Analytics,17808,36966
Full-time,Ocean Side,Paid,Tesla,soccer,female,3,,5,26,1,Graduation,4,373.73,Aadhar,8,67,2.0,Vision-Analytics,33255,36970
Part-time,Country Side,Paid,Tesla,cricket,female,1,94.0,4,40,0,High School,7,675.73,Aadhar,8,28,19.0,Vision-Analytics,45604,36971
Part-time,Ocean Side,Paid,Tesla,cricket,female,2,,5,39,0,High School,7,1629.73,Aadhar,8,47,2.0,Vision-Analytics,39477,36972
Part-time,Ocean Side,Paid,Tesla,None,male,2,75.0,3,34,-1,Graduation,3,1362.73,PAN,8,80,6.0,Vision-Analytics,26532,36975
Part-time,,Paid,Tesla,badminton,male,2,80.0,3,34,0,Graduation,7,1656.73,PAN,8,13,2.0,Vision-Analytics,27260,36976
Full-time,Ocean Side,Paid,Tesla,soccer,female,2,,1,45,0,Graduation,9,273.73,PAN,8,17,2.0,Vision-Analytics,25764,36978
Full-time,Ocean Side,Paid,Tesla,badminton,female,1,65.0,4,41,0,Graduation,7,893.73,Aadhar,8,43,2.0,Vision-Analytics,13671,36979
Part-time,Ocean Side,Paid,Tesla,basketball,female,2,69.0,5,26,0,Graduation,4,28.27,Aadhar,8,149,5.0,Vision-Analytics,34118,36980
Full-time,Ocean Side,Paid,Tesla,,male,3,,5,40,1,,7,3108.73,PAN,8,58,3.0,,47464,36981
Full-time,Ocean Side,Unpaid,Tesla,None,female,3,59.0,1,44,0,Graduation,6,724.73,Aadhar,8,386,2.0,Vision-Analytics,14230,36982
Part-time,Ocean Side,Paid,Tesla,polo,male,3,41.0,1,44,1,Masters,8,1683.73,PAN,8,88,11.0,Vision-Analytics,39178,36983
Full-time,,Paid,Tesla,,male,1,18.0,3,31,0,Graduation,4,514.73,Aadhar,8,1105,2.0,Vision-Analytics,37842,36984
Part-time,Ocean Side,Paid,Jio,cricket,female,2,91.0,5,38,0,,7,360.73,Aadhar,8,474,2.0,Vision-Analytics,14185,36985
Part-time,Country Side,Paid,Tesla,,male,3,97.0,3,37,0,High School,7,754.73,Aadhar,8,194,3.0,Vision-Analytics,34502,36986
Part-time,Ocean Side,Paid,Tesla,None,male,4,34.0,4,45,0,Graduation,6,279.27,Aadhar,8,5,2.0,Vision-Analytics,31950,36987
Full-time,Ocean Side,Paid,Tesla,cricket,male,4,36.0,0,46,0,Graduation,7,982.73,Aadhar,8,114,5.0,,35443,36988
Full-time,Ocean Side,Paid,Tesla,badminton,female,3,0.0,0,37,0,Masters,0,1215.73,Aadhar,8,561,6.0,Vision-Analytics,32256,36989
Full-time,Ocean Side,Paid,Tesla,,male,2,,2,35,0,High School,7,310.73,Aadhar,8,21,3.0,Vision-Analytics,24424,36990
Full-time,Ocean Side,Paid,Tesla,swimming,female,1,45.0,2,52,-1,Masters,10,458.73,PAN,8,410,2.0,Vision-Analytics,44564,36991
Part-time,,Paid,Tesla,cricket,male,3,50.0,3,28,1,Graduation,0,495.73,Aadhar,8,251,2.0,Vision-Analytics,22956,36992
Part-time,Ocean Side,Paid,Tesla,,male,2,77.0,4,55,0,High School,10,286.73,Aadhar,8,161,4.0,Vision-Analytics,29793,36993
Full-time,Ocean Side,Paid,Tesla,swimming,female,2,91.0,5,37,0,High School,7,1073.73,Aadhar,8,50,8.0,Vision-Analytics,27201,36994
Part-time,Ocean Side,Paid,Tesla,basketball,male,3,62.0,1,48,0,Graduation,9,3289.73,PAN,8,62,2.0,,31591,36995
Full-time,Ocean Side,Paid,Tesla,None,male,3,59.0,1,36,1,Masters,4,1149.73,Aadhar,8,2,6.0,Vision-Analytics,39626,36998
Part-time,,Paid,Tesla,badminton,female,1,37.0,0,28,1,Graduation,4,1625.73,Aadhar,8,318,2.0,Vision-Analytics,26314,37000
Full-time,Ocean Side,Paid,Tesla,badminton,female,3,72.0,4,45,1,High School,7,10831.73,Aadhar,8,78,4.0,Vision-Analytics,40003,37001
Full-time,Country Side,Paid,Tesla,,male,2,62.0,5,25,0,Graduation,4,304.73,Aadhar,8,133,2.0,,39661,37002
Full-time,Ocean Side,Paid,Tesla,None,female,2,86.0,5,40,-1,Graduation,3,427.73,Aadhar,8,130,2.0,Vision-Analytics,35463,37004
Full-time,Ocean Side,Paid,Tesla,swimming,female,1,54.0,0,34,0,Graduation,7,1361.73,Aadhar,8,74,4.0,Vision-Analytics,40667,37005
Part-time,Ocean Side,Paid,Tesla,polo,male,1,63.0,0,31,0,Graduation,6,1351.73,Aadhar,8,317,6.0,Vision-Analytics,46187,37006
Full-time,Ocean Side,Unpaid,Tesla,polo,female,1,45.0,5,40,0,Graduation,6,132.73,Aadhar,8,208,5.0,Vision-Analytics,41916,37007
Part-time,,Paid,Tesla,cricket,male,1,,1,41,0,Graduation,7,276.73,PAN,8,23,4.0,Vision-Analytics,34758,37008
Part-time,Ocean Side,Paid,Tesla,None,male,4,16.0,2,32,1,Masters,0,7536.73,PAN,8,35,3.0,Vision-Analytics,44557,37010
Part-time,Ocean Side,Paid,Tesla,basketball,female,4,43.0,0,20,1,Graduation,5,514.73,Aadhar,8,197,2.0,Vision-Analytics,28171,37011
Full-time,Ocean Side,Paid,Tesla,cricket,male,3,68.0,5,55,-1,Graduation,10,389.27,Aadhar,8,207,4.0,Vision-Analytics,24556,37013
Part-time,Ocean Side,Unpaid,Tesla,basketball,female,2,97.0,2,31,0,Graduation,7,293.73,Aadhar,8,256,5.0,Vision-Analytics,48184,37015
Part-time,Ocean Side,Paid,Jio,,female,3,,2,48,0,High School,7,248.27,Aadhar,8,860,,Vision-Analytics,41754,37017
Full-time,Ocean Side,Unpaid,Tesla,basketball,female,2,93.0,1,45,0,Graduation,6,175.73,PAN,8,208,2.0,Vision-Analytics,47442,37018
Part-time,Ocean Side,Paid,Tesla,soccer,male,4,39.0,4,53,0,Graduation,10,1191.73,Aadhar,8,84,3.0,Vision-Analytics,11200,37019
Part-time,Ocean Side,Paid,Tesla,badminton,male,2,,4,26,0,Graduation,3,176.73,Aadhar,8,126,2.0,Vision-Analytics,32094,37021
Part-time,Ocean Side,Paid,Tesla,soccer,female,3,43.0,4,23,1,Graduation,7,273.73,Aadhar,8,41,2.0,Vision-Analytics,44546,37022
Part-time,Ocean Side,Paid,Tesla,badminton,female,1,12.0,4,26,0,Masters,0,3862.73,Aadhar,8,345,,,43106,37023
Full-time,,Paid,Tesla,None,female,3,96.0,4,30,0,Graduation,7,1217.73,Aadhar,8,228,3.0,Vision-Analytics,44679,37024
Full-time,Ocean Side,Paid,Tesla,polo,male,4,,3,54,-1,Masters,0,1536.73,Aadhar,8,152,2.0,Vision-Analytics,37184,37026
Part-time,Ocean Side,Paid,Tesla,swimming,male,3,96.0,3,38,1,Graduation,7,355.73,Aadhar,8,132,7.0,Vision-Analytics,46424,37027
Full-time,Ocean Side,Unpaid,Tesla,cricket,male,4,55.0,4,30,1,Masters,0,7717.73,Aadhar,8,19,3.0,Vision-Analytics,35980,37028
Part-time,Country Side,Paid,Tesla,None,female,4,17.0,3,44,0,High School,7,785.73,PAN,8,29,3.0,Vision-Analytics,38056,37029
